1.633275721567653826e-01,2.990494457901955380e-02,5.348799164519188465e-02,1.753672768053440301e-01,-7.927173395830236502e-02,2.139734359952393528e-01,1.835401285839191876e-01,1.504404373141988438e-01
-1.011797056059536917e-02,5.201785514593763871e-02,1.111451638371583478e-02,-1.940761707356604762e-02,-8.965153447848397961e-02,-3.995495824130941565e-02,1.321561913559923807e-01,-8.497910850816026151e-03
-1.023500440995302532e-02,-7.952875339727553949e-02,1.042532376339207895e-02,1.214295736205574378e-01,-2.994205135859157388e-02,5.220727056551903444e-02,-3.943051584482768629e-02,-4.964521144465743052e-02
1.227554044619610096e-01,1.116681531356151363e-01,1.202322210008525613e-02,7.255906650280860570e-02,2.103198177577187203e-02,1.423017893704586201e-01,4.235042044655550758e-02,6.022213602533674215e-02
1.424759718162362798e-01,5.019372965878498433e-02,9.409870912373949348e-02,1.045579504037072727e-01,-4.892731062377369405e-02,1.540827121019847923e-01,1.229691044854911153e-01,1.006409876691409799e-01
6.493522851402571625e-06,5.046688855948364139e-02,3.159900885444299340e-02,-3.922304445266507761e-02,-8.924905993588842790e-02,-6.007414508757934202e-02,4.072747124920707285e-02,-1.828227154466167612e-02
-1.007388504605847765e-02,-1.000523932817261874e-01,1.065166839214469301e-02,1.615418427297516946e-01,-2.998410712991246563e-02,5.266616770333740899e-02,-1.877734576382688453e-02,3.237764835216042775e-02
1.839236405355505199e-01,9.151129843121250107e-02,6.343633696458131355e-02,8.271972428150933809e-02,4.181922602097910835e-02,1.725921319543053667e-01,-1.831974372473405693e-02,-1.014212264653609544e-02
3.043214825962325953e-02,-9.850881050383777579e-03,1.350010548977185754e-01,4.234245895469052057e-02,1.132364394718166078e-01,1.834526337507049187e-01,6.347187016747750377e-02,1.431098188356796641e-01
9.983670748005364290e-03,1.412618177806081732e-01,1.121778756880537076e-01,4.398595040861447147e-02,-1.847387614819003335e-02,9.865377904356235558e-03,-7.986230160924802368e-02,-1.794072243272924749e-02
1.060607668316420650e-02,-7.985413714117359230e-02,4.105761560234830188e-02,1.105171327413820709e-01,9.999131513520493134e-03,-2.904385468142918481e-02,5.339130886999710057e-02,1.137815922293222842e-01
1.430403203987554994e-01,1.018228747067019546e-01,7.350640329572447063e-02,1.640014322244201239e-01,9.245936681148046732e-02,1.835168574172639511e-01,2.232920456812119425e-02,-7.043741547087015165e-02
-9.001854255175484321e-02,-5.018389128378307473e-02,1.157566164373160233e-01,-2.908025513553004135e-02,2.443298350757880377e-01,1.517691500870181343e-01,7.381214467939410662e-02,1.838481812717495389e-01
-9.997287860764115033e-03,1.421859379325140504e-01,7.105312195802390707e-02,7.543203656227720488e-02,1.134589303365242524e-01,5.022254853163772570e-02,-2.983940773270127994e-02,-2.753146876356088110e-02
3.104117415491143214e-02,2.231811748050903724e-02,9.675484602334864532e-04,7.043337798182287834e-02,2.427299720124074525e-04,-4.041117706398802273e-02,5.269321757960769570e-02,3.230346264677727564e-02
1.017041516390673273e-03,4.127019805777770028e-02,-4.915184561210208386e-02,1.834333896894355942e-01,4.283761744051450132e-02,1.351102772872941060e-01,8.323322025127746771e-02,-2.024743183050853670e-02
-6.906175938522876590e-02,-5.997372514565698504e-02,8.630364614482061159e-02,1.079191169447084493e-02,1.417067457775763872e-01,1.005653687950527758e-01,-2.756336449673107633e-02,1.733799171356399105e-01
-1.000557845428397090e-02,-8.912317370406803649e-03,-6.050444341994413999e-02,-2.660820588696087910e-02,1.849420625965690068e-01,2.025058763870089470e-02,6.160780391657520727e-02,-2.669344009203412568e-02
2.172454955659826673e-02,1.542066919891459942e-01,-2.976010698653437647e-02,1.006484218403847358e-01,-5.012436320383557853e-02,1.998980822779760844e-02,3.184714385460921116e-02,-1.898481391179705075e-02
-1.098982079770791515e-01,-3.965427371320586619e-02,-8.028620610392230017e-02,1.223114129121694454e-01,-3.725496322665344806e-02,6.504058030826995185e-02,2.265827200111294668e-02,4.109330403209202065e-02
